vgeneration,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
9,Agent_64-Agent_48,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,21,24
9,Agent_57-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
9,Agent_58-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
9,Agent_59-Agent_51,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,42,48
9,Agent_60-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,42,48
9,Agent_61-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
9,Agent_62-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
9,Agent_63-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,42,48
9,Agent_64-Agent_56,D-D,1-1,Always Defect strategy,Always Defect strategy,22,24
9,Agent_57-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_58-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_59-Agent_59,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,48,48
9,Agent_60-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_61-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_62-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_63-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
9,Agent_64-Agent_64,D-D,1-1,Always Defect strategy,Always Defect strategy,24,24
10,Agent_1-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
10,Agent_2-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
10,Agent_3-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
10,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
10,Agent_5-Agent_5,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,6,6
10,Agent_6-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
10,Agent_7-Agent_7,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Suspicious Tit-for-Tat: mirroring opponent's move,6,6
10,Agent_8-Agent_8,D-D,1-1,Grim Trigger: defecting after observed defection,Grim Trigger: defecting after observed defection,2,2
10,Agent_1-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
10,Agent_2-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
10,Agent_3-Agent_11,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,9,3
10,Agent_4-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
10,Agent_5-Agent_13,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,9,3
10,Agent_6-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
10,Agent_7-Agent_15,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,9,3
10,Agent_8-Agent_16,D-D,1-1,Grim Trigger: defecting after observed defection,Contrite Tit-for-Tat: mirroring opponent's last move,3,1
10,Agent_1-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_2-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_3-Agent_19,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,12,3
10,Agent_4-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_5-Agent_21,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_6-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_7-Agent_23,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,12,3
10,Agent_8-Agent_24,D-D,1-1,Grim Trigger: defecting after observed defection,Tit-for-Tat: mirroring opponent's last move,4,1
10,Agent_1-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
10,Agent_2-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
10,Agent_3-Agent_27,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
10,Agent_4-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,15,3
10,Agent_5-Agent_29,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,15,3
10,Agent_6-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,15,3
10,Agent_7-Agent_31,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Contrite Tit-for-Tat: mirroring opponent's last move,15,3
10,Agent_8-Agent_32,D-D,1-1,Grim Trigger: defecting after observed defection,Always Defect strategy,5,1
10,Agent_1-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,18,3
10,Agent_2-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
10,Agent_3-Agent_35,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
10,Agent_4-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
10,Agent_5-Agent_37,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,18,3
10,Agent_6-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
10,Agent_7-Agent_39,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,18,3
10,Agent_8-Agent_40,D-D,1-1,Grim Trigger: defecting after observed defection,Suspicious Tit-for-Tat: mirroring opponent's move,6,1
10,Agent_1-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_2-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_3-Agent_43,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_4-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,21,3
10,Agent_5-Agent_45,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_6-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_7-Agent_47,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,21,3
10,Agent_8-Agent_48,D-D,1-1,Grim Trigger: defecting after observed defection,Always Defect strategy,7,1
10,Agent_1-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
10,Agent_2-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
10,Agent_3-Agent_51,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
10,Agent_4-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,3
10,Agent_5-Agent_53,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,24,3
10,Agent_6-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
10,Agent_7-Agent_55,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Tit-for-Tat: mirroring opponent's last move,24,3
10,Agent_8-Agent_56,D-D,1-1,Grim Trigger: defecting after observed defection,Always Defect strategy,8,1
10,Agent_1-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,3
10,Agent_2-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,3
10,Agent_3-Agent_59,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,3
10,Agent_4-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,3
10,Agent_5-Agent_61,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,27,3
10,Agent_6-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,3
10,Agent_7-Agent_63,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,27,3
10,Agent_8-Agent_64,D-D,1-1,Grim Trigger: defecting after observed defection,Tit-for-Tat: mirroring opponent's last move,9,1
10,Agent_9-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
10,Agent_10-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
10,Agent_11-Agent_3,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,6,30
10,Agent_12-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
10,Agent_13-Agent_5,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,6,30
10,Agent_14-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
10,Agent_15-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Suspicious Tit-for-Tat: mirroring opponent's move,6,30
10,Agent_16-Agent_8,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Grim Trigger: defecting after observed defection,2,10
10,Agent_9-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
10,Agent_10-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
10,Agent_11-Agent_11,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,12,12
10,Agent_12-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
10,Agent_13-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,12,12
10,Agent_14-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
10,Agent_15-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
10,Agent_16-Agent_16,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Contrite Tit-for-Tat: mirroring opponent's last move,4,4
10,Agent_9-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_10-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_11-Agent_19,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,15,6
10,Agent_12-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_13-Agent_21,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_14-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_15-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
10,Agent_16-Agent_24,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,5,2
10,Agent_9-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
10,Agent_10-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
10,Agent_11-Agent_27,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,18,6
10,Agent_12-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,18,6
10,Agent_13-Agent_29,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,18,6
10,Agent_14-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,18,6
10,Agent_15-Agent_31,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: mirroring opponent's last move,18,6
10,Agent_16-Agent_32,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,6,2
10,Agent_9-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,21,6
10,Agent_10-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,6
10,Agent_11-Agent_35,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,6
10,Agent_12-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,6
10,Agent_13-Agent_37,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,21,6
10,Agent_14-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,6
10,Agent_15-Agent_39,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,6
10,Agent_16-Agent_40,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Suspicious Tit-for-Tat: mirroring opponent's move,7,2
10,Agent_9-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_10-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_11-Agent_43,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_12-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,24,6
10,Agent_13-Agent_45,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_14-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_15-Agent_47,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
10,Agent_16-Agent_48,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,8,2
10,Agent_9-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,6
10,Agent_10-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,6
10,Agent_11-Agent_51,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,6
10,Agent_12-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,6
10,Agent_13-Agent_53,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,6
10,Agent_14-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,6
10,Agent_15-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,6
10,Agent_16-Agent_56,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,9,2
10,Agent_9-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,6
10,Agent_10-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,6
10,Agent_11-Agent_59,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,30,6
10,Agent_12-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,30,6
10,Agent_13-Agent_61,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,6
10,Agent_14-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,30,6
10,Agent_15-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,6
10,Agent_16-Agent_64,D-D,1-1,Contrite Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,10,2
10,Agent_17-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
10,Agent_18-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
10,Agent_19-Agent_3,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,9,33
10,Agent_20-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
10,Agent_21-Agent_5,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,9,33
10,Agent_22-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
10,Agent_23-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Suspicious Tit-for-Tat: mirroring opponent's move,9,33
10,Agent_24-Agent_8,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Grim Trigger: defecting after observed defection,3,11
10,Agent_17-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
10,Agent_18-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
10,Agent_19-Agent_11,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,12,33
10,Agent_20-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
10,Agent_21-Agent_13,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,12,33
10,Agent_22-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
10,Agent_23-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
10,Agent_24-Agent_16,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Contrite Tit-for-Tat: mirroring opponent's last move,4,11
10,Agent_17-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_18-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_19-Agent_19,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,18,18
10,Agent_20-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_21-Agent_21,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_22-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_23-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
10,Agent_24-Agent_24,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,6,6
10,Agent_17-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
10,Agent_18-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
10,Agent_19-Agent_27,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,21,9
10,Agent_20-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,21,9
10,Agent_21-Agent_29,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
